id;street_address;unit;city;state_id;zip_code;user_id;created_by;last_modified_by
18288;23347 Weimann Locks;;North Joanahaven;8;03566;814;system;system
13251;42292 Andreane Cliffs;;Lake Arnold;4;29127;815;system;system
14021;03612 Skiles Pines;;South Jaquan;10;61094;816;system;system
16099;42077 Welch Walks;;West Eugeneton;4;50789-8305;817;system;system
23604;751 Grady Port;;Lake Zitabury;4;84326;818;system;system
22687;1246 Catalina Points;;Alyciashire;5;35278;819;system;system
943;936 Christop Views;;North Keira;7;84574;820;system;system
45241;100 Kassulke Crescent;;Johnstontown;1;40820;821;system;system
18750;54079 Raymundo Courts;;Arvelmouth;6;60970;822;system;system
12957;979 Eliseo Pines;;New Ted;10;89968-6193;823;system;system
44447;0231 Steuber Lake;;Alessiachester;10;56189;824;system;system
6597;682 Barry Mount;;South Afton;1;59861;825;system;system
27195;8027 Garnet Drive;;Port Romaine;7;75401-2111;826;system;system
26862;8080 Arjun Circles;;Alfredoshire;10;57817;827;system;system
18445;2436 Spinka Village;;Arvidmouth;6;14801;828;system;system
10610;69107 Smith Mill;;Port Beulah;10;29824-4577;829;system;system
40948;592 Hane Walk;;Germanport;3;44845;830;system;system
18615;7498 Eileen Way;;Roobmouth;6;99725-8471;831;system;system
43189;79660 Andreane Mews;;East Weston;10;73160-1549;832;system;system
8492;38451 Evie Center;;Jeremiefort;3;47304;833;system;system
2507;40287 Myrtis Square;;Huelfurt;8;38705;834;system;system
8384;781 Breitenberg Streets;;Naomiberg;10;79558-3736;835;system;system
9729;615 Gutmann Ridges;;Port Genovevatown;4;08013;836;system;system
31805;64503 Gutkowski Motorway;;West Nicholas;10;80321-4110;837;system;system
46049;662 Farrell Station;;Jakubowskibury;9;63162-0215;838;system;system
20574;224 Catalina Shores;;Prohaskaborough;4;37501-3106;839;system;system
37980;302 Sallie Cape;;Ryanfurt;9;52742-1020;840;system;system
44061;469 Aida Forest;;Charleyburgh;4;28400;841;system;system
41462;6623 Spinka Junctions;;North Roxanne;7;82660;842;system;system
46905;4121 Bosco Spur;;Diamondborough;3;36856;843;system;system
28532;399 Mayer Inlet;;East Jadynton;5;43282;844;system;system
5626;05345 Jovan Pike;;Port Christystad;3;98021;845;system;system
13199;127 Jacques Track;;Kautzerton;6;32938;846;system;system
30701;8653 Dibbert Islands;;West Cody;7;45459-9322;847;system;system
43410;197 Bettye Meadows;;East Adellaview;2;31104;848;system;system
22963;14856 Meagan Dam;;North Savannahberg;4;29636-2468;849;system;system
25232;8888 Torp Circles;;West Alisonburgh;8;95366;850;system;system
1598;7120 Ashly Row;;Elenorstad;10;05515;851;system;system
12290;0251 Heathcote Groves;;New Hayden;7;45477-3146;852;system;system
6139;4159 Metz Square;;West Humbertofurt;10;60443;853;system;system
16212;71285 Winfield Lights;;Sylviatown;3;47805;854;system;system
45881;461 Ramiro Union;;New Nevaborough;3;47178;855;system;system
12833;794 Liliane Flats;;Port Magnus;7;31189;856;system;system
21832;74468 Jacobs Walks;;Lake Albinborough;5;74426-0740;857;system;system
22301;67726 Kirlin Falls;;Isadoreshire;8;71304;858;system;system
2716;656 Destin Creek;;Hermistonborough;8;53659;859;system;system
19526;49698 Ciara Shoal;;Lake Mae;8;25607-5048;860;system;system
14603;49750 Rosanna Courts;;Lueilwitzmouth;8;45927;861;system;system
20425;2885 Hills Shores;;West Jamelmouth;6;17921;862;system;system
14814;5386 Kevon Way;;Lorenzomouth;2;14196;863;system;system
42540;904 Vivian Terrace;;Jackborough;2;16920;864;system;system
35240;25083 Anna Branch;;West Monique;9;23525-3336;865;system;system
4181;436 Dominic Trail;;Shanastad;8;36858-5102;866;system;system
38622;7136 Zetta Point;;Mackhaven;5;14715-6979;867;system;system
44369;628 Roob Plaza;;Kyleburgh;6;15520-0842;868;system;system
13609;23713 Michale Ville;;Lake Blaze;5;58911-9748;869;system;system
48929;093 Schiller Point;;Paulinebury;3;07964;870;system;system
49585;37269 Nella Corner;;West Fordland;6;75937-8208;871;system;system
22765;53985 Gaylord Plaza;;Port Anniefort;3;19851;872;system;system
15588;55630 Rolfson Dam;;Port Cooper;7;14732-0670;873;system;system
11443;99296 Darron Spur;;North Rosendoborough;5;36351-7166;874;system;system
46387;4493 Ortiz Falls;;Port Adelaland;1;71597;875;system;system
9705;326 Lilyan Lodge;;Darestad;4;96097;876;system;system
13741;00238 Sigrid Lodge;;Delphiamouth;10;11113-0163;877;system;system
20075;9552 Kutch Spring;;Mossieport;10;09400-7327;878;system;system
48812;93807 Halvorson Track;;Port Ebonyberg;5;16964-1009;879;system;system
38073;01177 Jamarcus Meadow;;New Myahhaven;8;88596;880;system;system
26710;32040 Torphy Orchard;;Port Lourdes;9;10762;881;system;system
36609;7744 Anita Inlet;;Daleville;7;12252;882;system;system
2662;5958 Dagmar Green;;DuBuquefort;4;26468-0619;883;system;system
33194;180 Elwin Lake;;North Titoton;1;88479;884;system;system
31411;5472 Cummerata Heights;;Lakinstad;9;49845;885;system;system
13503;188 Ruecker Mountains;;Effertzside;8;90832-3558;886;system;system
26965;1143 Block Manor;;Kovacekfort;3;91932;887;system;system
1932;131 Josefa Terrace;;Brekkebury;8;57482-5391;888;system;system
48608;78105 Andres Road;;Rhodaton;7;71806-1366;889;system;system
2918;00681 Kaya Drive;;West Raoul;3;70971;890;system;system
12662;96305 Abe Plaza;;Port Bransonfort;4;86820-9005;891;system;system
2353;45494 Tillman Turnpike;;Port Trevion;10;53281;892;system;system
11709;16892 Rashawn Coves;;Prohaskaport;6;83182-4440;893;system;system
34571;603 Lueilwitz Plain;;Derickmouth;4;94640-2053;894;system;system
6574;29521 Carroll Circles;;Framiton;7;56437;895;system;system
13247;26014 Leatha Via;;Danielhaven;4;70906-2732;896;system;system
31956;655 Mayert Rest;;New Adan;10;17992;897;system;system
43174;52020 Joyce Highway;;Groverfurt;8;45804-6925;898;system;system
18827;593 Stella Row;;Fishertown;6;23746-9392;899;system;system
40433;970 Deshaun Ville;;New Herthamouth;5;34678;900;system;system
5924;7193 Ena Park;;West Jerryshire;2;04604;901;system;system
37179;665 Baby Mill;;North Jillian;3;27710-3854;902;system;system
47020;20133 Mayert Shoals;;Lake Virgil;8;69756;903;system;system
3626;334 Brandy Groves;;Ellisside;7;14629;904;system;system
932;02674 Bechtelar Circle;;East Rebecaside;1;87486-8167;905;system;system
33543;199 Celine Course;;Beerburgh;7;33041-2607;906;system;system
22135;583 Rempel Bridge;;South Fernmouth;1;33587;907;system;system
37373;0573 Kaelyn Junctions;;Lake Dariusburgh;4;09103-3816;908;system;system
14732;61384 Jacobs Manors;;Dejonville;8;97622-2103;909;system;system
42369;8306 Buckridge Spring;;North Elta;7;90925-9512;910;system;system
47578;6094 Enid Road;;Shannonborough;9;73763;911;system;system
11564;41456 Goldner Summit;;East Jodieport;7;15825;912;system;system
31880;394 Hand Port;;Connellyside;2;46813;913;system;system
13711;787 Dean Overpass;;West Ansel;5;21617;914;system;system
2687;2026 Schuster Camp;;Zakarychester;1;65493-1322;915;system;system
32787;8892 Marley Parkways;;Konopelskiborough;10;28722;916;system;system
14802;663 Rosalee Viaduct;;East Kennedy;4;02658-4066;917;system;system
25982;14926 Tiana Motorway;;North Demarcus;1;04122-7145;918;system;system
3369;138 Hodkiewicz Road;;Drewbury;6;36135-4749;919;system;system
47724;5897 Barrows Flat;;Port Marleeville;6;99070;920;system;system
24739;1376 Alaina Gardens;;Lake Carmen;7;28293;921;system;system
24433;35535 O'Conner Skyway;;Lake Erin;9;29233-2133;922;system;system
12691;9349 Heidenreich Rapids;;Port Carlos;6;92761-1603;923;system;system
31844;18293 Turner Fords;;East Joany;6;70597;924;system;system
30213;62305 Gillian Glens;;Strackeport;8;22958;925;system;system
9806;885 Greenholt Roads;;East Jaquelinland;9;77739;926;system;system
45155;09945 Dario Valley;;Wehnerchester;9;77490-8704;927;system;system
45872;4202 Renner Square;;New Parisside;1;08215;928;system;system
4617;39502 Armstrong Knolls;;West Sonia;7;74556;929;system;system
14912;56625 Friesen Spurs;;Leschside;6;38048-2274;930;system;system
44163;345 McKenzie Row;;Port Khalil;1;18561;931;system;system
30977;95086 Corwin Loaf;;South Janice;3;34069;932;system;system
27695;1198 Harris Garden;;Swaniawskichester;6;94162-2217;933;system;system
14231;43095 Carrie Shores;;Russview;1;37936-0753;934;system;system
14756;83097 McLaughlin Land;;North Dina;5;04195;935;system;system
34974;61636 Cullen Forges;;Bernitahaven;8;65973-1080;936;system;system
45650;924 Torp Rest;;Lake Cierraville;2;96774-5705;937;system;system
36542;640 Heller Hill;;Danielleburgh;1;41362-1046;938;system;system
16841;252 Elvie Island;;South Enidview;1;37208;939;system;system
352;5045 Claudine Spurs;;New Rhodaport;3;09558-0207;940;system;system
43379;53393 Lizeth Brook;;Aylaport;10;34383-8377;941;system;system
4983;0816 Ziemann Lakes;;New Odiehaven;5;20639-5677;942;system;system
37616;3817 Moore Station;;Schustermouth;10;85876-9432;943;system;system
21631;886 Roselyn Alley;;Lake Jaidaland;4;88551-5486;944;system;system
30716;898 Cindy Meadow;;West Richmond;8;58860-6616;945;system;system
37068;037 MacGyver Mall;;Johnstonview;10;15469-1148;946;system;system
42616;84662 Broderick Shoals;;South Eunicebury;3;44530-1422;947;system;system
10685;1571 Clarabelle Brooks;;Gustmouth;7;45896-4514;948;system;system
22381;9280 Elroy Divide;;Kautzerville;8;63340;949;system;system
4248;9111 Marilyne Shore;;Linachester;5;01575;950;system;system
39537;8547 Kenyon Well;;East Lowell;10;40549;951;system;system
2224;7484 Ken Views;;West Dovie;1;27314-7832;952;system;system
38127;306 Sylvia Harbors;;Port Terrelltown;4;24852-0710;953;system;system
13987;15712 Haley Ridge;;Lake Louvenia;1;14479;954;system;system
29475;06002 Reanna Well;;West Rogerview;2;80502-3959;955;system;system
48355;0801 Jenkins Islands;;Hahnmouth;9;75719-2437;956;system;system
1930;41236 Stracke Expressway;;Port Dasiashire;4;37705-8421;957;system;system
3170;57169 Mireya Route;;Sandrastad;9;37161;958;system;system
24755;644 Bridie Cape;;Sawaynborough;2;01393;959;system;system
46808;4681 Adella Divide;;North Jacynthe;3;19444-8537;960;system;system
27591;282 Roderick Burg;;West Keara;4;88725;961;system;system
31348;9967 Goldner Centers;;Lake Dashawnfort;3;03799-6517;962;system;system
36470;17387 Else Shores;;East Samson;9;96899-2742;963;system;system
25672;293 Edgar Road;;Gislasonport;7;28068-0576;964;system;system
23951;82465 Hamill Oval;;Medhurstmouth;8;30184;965;system;system
39130;2274 Odie Alley;;Nicolaview;5;19698-9208;966;system;system
25114;579 Gracie Square;;New Marioborough;7;25898-7988;967;system;system
3543;7403 Natalia Stream;;Hegmannberg;3;82412-2876;968;system;system
42378;4348 Zion Vista;;Ettieberg;8;30578-0885;969;system;system
2010;53780 Pablo Hills;;East Doyleport;2;72848;970;system;system
44196;99891 Stark Throughway;;Bartellville;7;07962-7247;971;system;system
8421;1361 Medhurst Spring;;Isidroport;6;88782;972;system;system
30793;9669 Kutch Plains;;Mullerbury;4;61640;973;system;system
45973;609 O'Connell Stravenue;;South Jonathanchester;5;04639-7840;974;system;system
19189;786 Hintz Tunnel;;Turcottemouth;1;45843-6262;975;system;system
29142;715 Christian Extension;;Herzogside;3;23861;976;system;system
18064;2560 Pfannerstill Burgs;;Lorenmouth;3;58383-6699;977;system;system
38963;17472 Jada Ridges;;Uptonmouth;4;16359;978;system;system
35230;09139 O'Keefe Haven;;Lilyhaven;3;79839-4436;979;system;system
48391;3314 Roscoe Spur;;East Brockhaven;1;10114;980;system;system
36515;40619 Collins Vista;;Zboncakton;1;89148-0216;981;system;system
18962;286 Lynch Circle;;Larsonshire;1;52778-0476;982;system;system
39455;5921 Rempel Cliff;;North Bethanyland;2;02639-7136;983;system;system
304;846 Stehr Lodge;;East Eulaliaton;3;53678;984;system;system
26116;66910 Richmond Route;;Torphyfurt;10;54809-0439;985;system;system
33026;892 Freida Mall;;West Dee;8;85475-2821;986;system;system
47352;326 Celia Court;;Caesarside;9;64617-4886;987;system;system
47249;6788 Cummings Cove;;Port Gloria;8;15825;988;system;system
7956;99449 Fletcher Centers;;Port Ellieberg;7;75499;989;system;system
37113;44740 Kole Orchard;;Ernestview;10;52393-1401;990;system;system
3161;965 Estelle Flats;;Lednertown;3;27913-8654;991;system;system
22776;27372 Zella Forges;;Welchbury;7;58600-4170;992;system;system
47572;661 Kautzer Brook;;Sylvesterbury;3;31524-5033;993;system;system
8472;25610 Rita Mountain;;Santinaport;1;86529-3578;994;system;system
2748;4408 Loyce Isle;;Koleton;5;34651-3923;995;system;system
48832;415 Schumm Mountain;;Port Eribertoview;3;08851;996;system;system
31429;199 Jairo Curve;;Port Kileyport;4;41922-7297;997;system;system
15945;00159 Hackett Point;;Port Lolaview;7;31061-5103;998;system;system
44657;34647 Corwin Coves;;Port Mallie;7;28558;999;system;system
41548;1824 Kelly Locks;;West Candido;6;26056;1000;system;system
